1886,-0.23580858,-0.44851724,-0.0316925,0.24440116,0.40562556,0.40535951,0.40535951,0.30575788,0.078287847,0.021313781,0,0.000266045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000266045,0,0,0,0,0,0,0,0,0,0,-0.073133201,-0.010342723,0.032996776,-0.032193752,-0.0025870305,-0.041767205,-0.019239267,-0.16461651,0,0.081746308,0.013303434,-0.038478534,0.01995411
1887,-0.11721518,-0.32137245,-0.044279375,0.24843665,0.4119969,0.41171903,0.41171903,0.31077419,0.079376682,0.021568155,0,0.000277875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277875,0,0,0,0,0,0,0,0,0,0,-0.073754913,-0.010655515,0.034459409,-0.033325458,-0.0026914737,-0.04227279,-0.019269086,-0.1675319,0,0.082420763,0.013488762,-0.038538173,0.020355211
1888,-0.016598936,-0.21102036,-0.0505225,0.24494393,0.41736708,0.41707685,0.41707685,0.31487495,0.08046419,0.021737714,0,0.000290225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000290225,0,0,0,0,0,0,0,0,0,0,-0.078237394,-0.011467391,0.035851425,-0.03591927,-0.0028237632,-0.04467395,-0.019204445,-0.17325896,0,0.083094291,0.013673872,-0.03840889,0.02071393
1889,-0.08450957,-0.27750578,-0.0530425,0.24603871,0.42236276,0.42205967,0.42205967,0.31851727,0.081550376,0.021992019,0,0.000303095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303095,0,0,0,0,0,0,0,0,0,0,-0.080006981,-0.011914431,0.037463173,-0.037739104,-0.00293162,-0.045745873,-0.019139126,-0.17685094,0,0.083766896,0.013858764,-0.038278251,0.021186455
1890,-0.12348587,-0.3316537,-0.04025875,0.24842658,0.42698525,0.4266687,0.4266687,0.32170241,0.082635245,0.022331045,0,0.00031655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031655,0,0,0,0,0,0,0,0,0,0,-0.080852025,-0.01221972,0.039016167,-0.039404414,-0.0030405948,-0.046115363,-0.019088101,-0.17969355,0,0.084438583,0.01404344,-0.038176201,0.021681083
1891,-0.02816829,-0.2617412,-0.01243375,0.24600666,0.43128557,0.43095498,0.43095498,0.32443091,0.083854061,0.022670009,0,0.00033059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033059,0,0,0,0,0,0,0,0,0,0,-0.084851577,-0.01262446,0.039673064,-0.042252122,-0.0031969349,-0.04746054,-0.018990583,-0.18380091,0,0.085158089,0.014250928,-0.037981166,0.021945721
1892,0.17145477,-0.087645365,0.01336125,0.24573889,0.43571861,0.43537339,0.43537339,0.32715801,0.085206464,0.023008912,0,0.000345215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345215,0,0,0,0,0,0,0,0,0,0,-0.086927081,-0.012825602,0.040490595,-0.044677232,-0.003344761,-0.047338094,-0.019231988,-0.1874044,0,0.085989955,0.014481169,-0.038463977,0.022344621
1893,0.34036723,0.060061927,0.034181875,0.24612343,0.43947523,0.43911467,0.43911467,0.32942964,0.086421978,0.023263055,0,0.000360555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000360555,0,0,0,0,0,0,0,0,0,0,-0.087720163,-0.012980741,0.042013969,-0.046894663,-0.0034875139,-0.046791978,-0.019579237,-0.19090432,0,0.086836746,0.014688114,-0.039158474,0.022906299
1894,0.45854671,0.16938589,0.04360125,0.24555958,0.44255621,0.4421796,0.4421796,0.33124617,0.087500976,0.02343246,0,0.00037661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037661,0,0,0,0,0,0,0,0,0,0,-0.087980233,-0.013362372,0.043916167,-0.048957721,-0.0036266988,-0.045936731,-0.020012877,-0.19511679,0,0.087633931,0.014871826,-0.040025753,0.023620385
1895,0.43496617,0.1618463,0.02968,0.24343987,0.44577046,0.44537714,0.44537714,0.33306208,0.088713214,0.02360185,0,0.000393315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000393315,0,0,0,0,0,0,0,0,0,0,-0.088638152,-0.014169809,0.045615484,-0.050921503,-0.0037639826,-0.044891718,-0.020506624,-0.20056262,0,0.08847845,0.015078233,-0.041013248,0.024326752
1896,0.26290903,0.016537969,0.0023975,0.24397357,0.44911767,0.44870693,0.44870693,0.33487737,0.090058337,0.023771224,0,0.000410735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000410735,0,0,0,0,0,0,0,0,0,0,-0.088615369,-0.014869122,0.048170937,-0.052842516,-0.0039011845,-0.044524498,-0.020648986,-0.20504816,0,0.089370057,0.015307278,-0.041297973,0.025140068
1897,0.16316606,-0.064683906,-0.01924125,0.24709122,0.45286711,0.45243811,0.45243811,0.33714553,0.091267325,0.024025251,0,0.000429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000429,0,0,0,0,0,0,0,0,0,0,-0.08726204,-0.015375814,0.051942537,-0.054778395,-0.0040402676,-0.044239056,-0.020771044,-0.20907478,0,0.090212327,0.015513151,-0.041542089,0.026377542
1898,0.25869933,0.037785885,-0.029859375,0.25077282,0.45797425,0.4575262,0.4575262,0.34077243,0.092474518,0.024279255,0,0.000448045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000448045,0,0,0,0,0,0,0,0,0,0,-0.08583238,-0.01621676,0.056308647,-0.056787678,-0.0041833309,-0.04407669,-0.020876569,-0.21412665,0,0.091053358,0.015718729,-0.041753138,0.027738658
1899,0.36799034,0.15053693,-0.036728125,0.25418154,0.46448618,0.46401825,0.46401825,0.34575562,0.093814058,0.024448568,0,0.000467935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000467935,0,0,0,0,0,0,0,0,0,0,-0.08578526,-0.017186018,0.059736281,-0.058929635,-0.0043326014,-0.044135793,-0.020937494,-0.21942176,0,0.091941111,0.015946856,-0.041874989,0.028889398
1900,0.41475781,0.20194318,-0.045101875,0.25791651,0.47166844,0.4711797,0.47117444,0.35118677,0.095285159,0.024702503,0.000005265,0.000488735,0,0.000005265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488735,0,0,0,0,0,0,0,0,0,0,-0.086680533,-0.017961512,0.062283682,-0.06128502,-0.0045018956,-0.044271465,-0.020944323,-0.22408985,0,0.092875046,0.016197402,-0.041888645,0.029834654
1901,0.39849017,0.19166193,-0.05291125,0.25973949,0.47978018,0.4792698,0.47925899,0.35706406,0.097153892,0.025041036,1.08072E-05,0.00051038,0,1.08072E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051038,0,0,0,0,0,0,0,0,0,0,-0.085594534,-0.018697623,0.06508341,-0.063706748,-0.0047064254,-0.041187867,-0.02237928,-0.23146431,0,0.093949562,0.016515691,-0.04475856,0.031311465
1902,-0.041670226,-0.25694328,-0.046388125,0.26166118,0.48859495,0.4880626,0.48805122,0.36338651,0.099285208,0.025379508,0.000011376,0.00053235,0,0.000011376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053235,0,0,0,0,0,0,0,0,0,0,-0.085732068,-0.019045511,0.066316332,-0.066242197,-0.0049372449,-0.037964803,-0.023858644,-0.2378063,0,0.095171262,0.01687873,-0.047717288,0.032271894
1903,-0.40336913,-0.65105786,-0.01581125,0.26349998,0.4975297,0.49697551,0.49696353,0.36970149,0.10154412,0.025717919,1.1974737E-05,0.00055419,0,1.1974737E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055419,0,0,0,0,0,0,0,0,0,0,-0.088861387,-0.019481643,0.066200771,-0.069083633,-0.0051817216,-0.03687498,-0.024440181,-0.24261312,0,0.096491616,0.017263536,-0.048880362,0.032570008
1904,-0.081701345,-0.3563287,0.00875,0.26587735,0.50703385,0.50645789,0.50644528,0.37645901,0.10393001,0.026056268,0.000012605,0.000575965,0,0.000012605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000575965,0,0,0,0,0,0,0,0,0,0,-0.090906547,-0.019827609,0.067019827,-0.072126014,-0.0054374239,-0.03504906,-0.025486267,-0.24821987,0,0.09785503,0.017670008,-0.050972535,0.033417417
1905,0.28507922,0.0021442188,0.012630625,0.27030438,0.51742248,0.51682474,0.51681148,0.38410722,0.1063097,0.026394556,1.3268406E-05,0.00059774,0,1.3268406E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059774,0,0,0,0,0,0,0,0,0,0,-0.092681936,-0.019980034,0.06820055,-0.075266703,-0.0057016529,-0.033503168,-0.026430929,-0.25317827,0,0.099214216,0.01807546,-0.052861858,0.034314284
1906,0.389716,0.1001588,0.016485,0.27307219,0.52824419,0.52762376,0.52760979,0.39219378,0.10868323,0.026732783,1.3966743E-05,0.000620425,0,1.3966743E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000620425,0,0,0,0,0,0,0,0,0,0,-0.094408059,-0.020896315,0.070117241,-0.078405202,-0.0059714618,-0.031789265,-0.027463055,-0.26029539,0,0.10056922,0.0184799,-0.054926111,0.035408452
1907,0.36949981,0.076169219,0.017793125,0.27553747,0.53869051,0.53804103,0.53802633,0.3998202,0.11105066,0.027155471,1.4701835E-05,0.00064948,0,1.4701835E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064948,0,0,0,0,0,0,0,0,0,0,-0.096580376,-0.022175547,0.072142185,-0.081442915,-0.0062436729,-0.030732799,-0.028127626,-0.26752436,0,0.10192007,0.018883335,-0.056255253,0.036403533
1908,0.38664275,0.087821302,0.013584375,0.28523707,0.54889277,0.54820871,0.54819324,0.4069878,0.11354286,0.027662581,1.5475616E-05,0.00068406,0,1.5475616E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068406,0,0,0,0,0,0,0,0,0,0,-0.096331318,-0.022257723,0.07552535,-0.084282926,-0.0065148939,-0.030483274,-0.028317852,-0.27087311,0,0.10331253,0.019308073,-0.056635703,0.037563825
1909,0.45257997,0.15396401,0.000923125,0.29769283,0.55920947,0.55849083,0.55847454,0.41414581,0.11615918,0.028169554,1.6290122E-05,0.00071864,0,1.6290122E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071864,0,0,0,0,0,0,0,0,0,0,-0.095365952,-0.021722356,0.078567807,-0.086829814,-0.0067815326,-0.030125931,-0.028474126,-0.27230976,0,0.10474616,0.019754006,-0.056948253,0.03860716
1910,0.47406745,0.18892026,-0.019236875,0.30438406,0.56937905,0.56862583,0.56860868,0.42129426,0.11863804,0.028676389,1.7147497E-05,0.00075322,0,1.7147497E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075322,0,0,0,0,0,0,0,0,0,0,-0.097318513,-0.022236468,0.079220112,-0.088983732,-0.0070425835,-0.02971629,-0.02855955,-0.27570906,0,0.10612961,0.020176548,-0.057119101,0.038845519
1911,0.47502449,0.19508901,-0.034409375,0.31434485,0.5789566,0.57816887,0.57815082,0.42798755,0.12098018,0.029183087,0.00001805,0.000787735,0,0.00001805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000787735,0,0,0,0,0,0,0,0,0,0,-0.098711063,-0.02272748,0.080768307,-0.090738338,-0.0072993129,-0.031198197,-0.027516042,-0.27742922,0,0.10746342,0.020575823,-0.055032084,0.038521376
1912,0.23787245,-0.048576615,-0.04139625,0.32784531,0.58828938,0.58746577,0.58744677,0.43422682,0.1234459,0.029774048,0.000019,0.000823615,0,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000823615,0,0,0,0,0,0,0,0,0,0,-0.099690011,-0.023028649,0.082911739,-0.092232365,-0.007551324,-0.034154872,-0.02563454,-0.27716656,0,0.108653,0.020996203,-0.05126908,0.038032373
1913,0.1428922,-0.15652974,-0.03905125,0.33847319,0.59788188,0.5970073,0.5969873,0.44045882,0.12616363,0.030364848,0.00002,0.00087458,0,0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000874445,0,0,0,0,0,0,0,0,0.000000135,0,-0.10175676,-0.023800985,0.083921289,-0.093575716,-0.0077986718,-0.036354142,-0.024148528,-0.27812133,0,0.10974246,0.021459591,-0.048297056,0.037564413
1914,0.38792615,0.055606719,-0.019149375,0.3514688,0.60706999,0.6061341,0.60611305,0.44623943,0.12900253,0.030871089,2.1052628E-05,0.00093589,0,2.1052628E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093548,0,0,0,0,0,0,0,0,0.00000041,0,-0.10302513,-0.02302325,0.083467024,-0.094802673,-0.0080431861,-0.037420917,-0.023202131,-0.27584581,0,0.11087117,0.021943689,-0.046404261,0.036859147
1915,0.54484665,0.15944734,0.0196175,0.36578181,0.61585979,0.61488618,0.61486402,0.45156962,0.13183288,0.031461517,2.2160661E-05,0.00097361,0,2.2160661E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00097292,0,0,0,0,0,0,0,0,0.00000069,0,-0.104047,-0.021231077,0.081810558,-0.095946883,-0.0082868388,-0.037824199,-0.022568562,-0.27131132,0,0.1119942,0.022426379,-0.045137125,0.03599688
1916,0.61946613,0.18754943,0.0578375,0.3740792,0.62514299,0.62415193,0.62412861,0.45733777,0.13465476,0.032136078,0.000023327,0.000991055,0,0.000023327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099008,0,0,0,0,0,0,0,0,0.000000975,0,-0.10695925,-0.021104401,0.079657705,-0.097041448,-0.0085317385,-0.037797074,-0.022142296,-0.27109384,0,0.1131116,0.022907672,-0.044284592,0.035254629
1917,0.65507998,0.19611714,0.0783825,0.38058034,0.63495643,0.63393037,0.63390582,0.46354294,0.13746822,0.032894653,2.4554749E-05,0.001026055,0,2.4554749E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102479,0,0,0,0,0,0,0,0,0.000001265,0,-0.10929186,-0.021851747,0.078655214,-0.098119001,-0.0087801261,-0.037181474,-0.022014724,-0.27366206,0,0.11422345,0.023387581,-0.044029448,0.034996248
1918,0.66254981,0.20194318,0.071505,0.38910164,0.64454833,0.64346218,0.64343634,0.46929869,0.14040048,0.033737172,2.5847104E-05,0.001086145,0,2.5847104E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108459,0,0,0,0,0,0,0,0,0.000001555,0,-0.11106971,-0.021824588,0.077436401,-0.099211767,-0.0090343696,-0.03651542,-0.021919967,-0.2743875,0,0.11537302,0.023887805,-0.043839934,0.034589629
1919,0.64062566,0.1947463,0.0426475,0.40323186,0.65373296,0.65257912,0.65255192,0.47460598,0.14345081,0.034495133,2.7207478E-05,0.00115384,0,2.7207478E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001151995,0,0,0,0,0,0,0,0,0.000001845,0,-0.11051029,-0.020082766,0.076781082,-0.10035162,-0.0092969606,-0.035583651,-0.021976379,-0.27126198,0,0.11655988,0.024408226,-0.043952757,0.034255819
1920,0.53860773,0.11078276,0.013803125,0.41402184,0.6632174,0.66199586,0.66196722,0.48034937,0.1463651,0.035252753,2.8639451E-05,0.001221535,0,2.8639451E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012194,0,0,0,0,0,0,0,0,0.000002135,0,-0.1097669,-0.019963682,0.078172712,-0.10156027,-0.0095519493,-0.034803248,-0.022060462,-0.27252329,0,0.11769766,0.02490549,-0.044120925,0.034612415
1921,0.51390834,0.095703594,-0.00765625,0.425861,0.67352664,0.67223728,0.67220714,0.48696871,0.14914421,0.036094213,3.014679E-05,0.00128936,0,3.014679E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001286935,0,0,0,0,0,0,0,0,0.000002425,0,-0.10571212,-0.019772549,0.08206578,-0.10284602,-0.0097836927,-0.032163685,-0.023211958,-0.27599129,0,0.11878693,0.025379737,-0.046423915,0.03629501
1922,0.59917404,0.18103797,-0.02118375,0.43931982,0.68386156,0.68250424,0.68247251,0.49358042,0.15204086,0.036851222,3.1733463E-05,0.001357315,0,3.1733463E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013546,0,0,0,0,0,0,0,0,0.000002715,0,-0.10305381,-0.018505963,0.083956156,-0.10420618,-0.01001237,-0.03010917,-0.024176279,-0.27637098,0,0.12005578,0.025874093,-0.048352557,0.037305725
1923,0.6188415,0.20228589,-0.022185625,0.43874124,0.69378319,0.69235863,0.69232197,0.49974374,0.15505438,0.037523848,3.6655576E-05,0.00142456,3.25193E-06,3.3403646E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142155,0,0,0,0,0,0,0,0,0.00000301,0,-0.11007811,-0.019845825,0.080011002,-0.10562444,-0.010254974,-0.030226635,-0.024137237,-0.28073625,0,0.12150378,0.026388446,-0.048274475,0.03615465
1924,0.62160553,0.18926297,-0.009104375,0.44144694,0.70457035,0.70307854,0.70303302,0.50677828,0.15805851,0.038196232,0.000045521,0.00149181,1.0359225E-05,3.5161732E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014885,0,0,0,0,0,0,0,0,0.00000331,0,-0.1144135,-0.021007916,0.078397869,-0.10707842,-0.010508267,-0.029823873,-0.024392899,-0.28547754,0,0.12294569,0.02690125,-0.048785799,0.035706491
1925,0.65690052,0.18926297,0.01456,0.45307756,0.71621844,0.71465873,0.71460345,0.51468174,0.16105333,0.038868376,5.528522E-05,0.001559705,1.827287E-05,3.701235E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015561,0,0,0,0,0,0,0,0,0.000003605,0,-0.11438889,-0.021048969,0.080185812,-0.10854603,-0.010768955,-0.029670488,-0.024540259,-0.28766395,0,0.12438158,0.02741252,-0.049080517,0.036198376
1926,0.70124531,0.19714526,0.04036375,0.4637363,0.72749791,0.72586446,0.7257989,0.52213573,0.16403893,0.039624234,6.5563388E-05,0.00163345,0.000026603,3.8960368E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162955,0,0,0,0,0,0,0,0,0.0000039,0,-0.11533456,-0.020870665,0.081165781,-0.11027978,-0.011031662,-0.029646234,-0.024672,-0.28933279,0,0.12581152,0.027922269,-0.049344001,0.036515951
1927,0.72125112,0.19508901,0.0554925,0.47066961,0.73876339,0.73705034,0.73697396,0.52957874,0.1670154,0.040379821,7.6382509E-05,0.00171305,3.5371595E-05,4.1010914E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170885,0,0,0,0,0,0,0,0,0.0000042,0,-0.11660302,-0.021043225,0.081708276,-0.11225665,-0.011292944,-0.028101106,-0.025617374,-0.29314981,0,0.12723558,0.02843051,-0.051234748,0.037227702
1928,0.67462867,0.14573901,0.051016875,0.47787279,0.7507157,0.74892304,0.74883527,0.53788518,0.16998281,0.04096729,8.7771063E-05,0.001792655,4.460168E-05,4.3169383E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178815,0,0,0,0,0,0,0,0,0.000004505,0,-0.11856454,-0.021114879,0.081410963,-0.11417913,-0.011551331,-0.026606232,-0.026523938,-0.29651189,0,0.12865384,0.028937257,-0.053047876,0.037690296
1929,0.62401289,0.096046302,0.0412825,0.48668409,0.76252431,0.76065205,0.7605523,0.54617941,0.17281833,0.04155455,0.000099759,0.00187226,5.431756E-05,4.5441456E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186745,0,0,0,0,0,0,0,0,0.00000481,0,-0.1215376,-0.021103933,0.080733764,-0.11602504,-0.01180333,-0.026778498,-0.026560566,-0.29820027,0,0.13002585,0.02942153,-0.053121132,0.037571391
1930,0.65251894,0.12174943,0.032589375,0.49818014,0.77375425,0.77180174,0.77168936,0.55402496,0.17552275,0.042141653,0.0001123779,0.001952515,6.45448E-05,4.7833111E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019474,0,0,0,0,0,0,0,0,0.000005115,0,-0.12319811,-0.02027392,0.080324928,-0.11777832,-0.012047609,-0.026810265,-0.026612923,-0.29791535,0,0.13135213,0.029883456,-0.053225846,0.03752961
1931,0.6785285,0.14642443,0.016454375,0.51564969,0.78532252,0.78328975,0.78315805,0.56229357,0.17821976,0.042644727,0.0001316994,0.00203277,7.5310315E-05,5.0350643E-05,0,6.0384513E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202735,0,0,0,0,0,0,0,0,0.00000542,0,-0.12149143,-0.017824839,0.080767654,-0.11941805,-0.012282735,-0.025601382,-0.027132073,-0.29481292,0,0.13267369,0.030344158,-0.054264145,0.037877822
1932,0.64515032,0.11489526,-0.00354375,0.53379881,0.79695636,0.79484321,0.79469097,0.5705501,0.18090941,0.043231463,0.0001522451,0.0021131512,8.6642435E-05,5.3000677E-05,0,0.000012602,0,0,0,0,0,0,0,0,0,7.7616E-07,0,0,0,0.00210665,0,0,0,0,0,0,0,0,0.000005725,0,-0.11922538,-0.015508914,0.081711032,-0.12092677,-0.012505496,-0.024438606,-0.027556623,-0.2918526,0,0.13392317,0.030803646,-0.055113247,0.038306852
1933,0.65684612,0.12380568,-0.013908125,0.54694856,0.80778462,0.80558836,0.8054203,0.57792673,0.18359176,0.043901811,0.000168059,0.0021962558,0.000098571,5.5790187E-05,0,1.369781E-05,0,0,0,0,0,0,0,0,0,2.3208E-06,0,0,0,0.0021879,0,0,0,0,0,0,0,0,0.000006035,0,-0.11907929,-0.014796086,0.082603643,-0.12232286,-0.012716986,-0.024386515,-0.027460487,-0.29160694,0,0.13510062,0.031261928,-0.054920974,0.0384086
1934,0.71706368,0.16218901,0.000065625,0.55480904,0.81806099,0.81576215,0.8155774,0.5848599,0.18614559,0.04457192,0.0001847428,0.0022988452,0.0001111274,5.8726512E-05,0,1.4888924E-05,0,0,0,0,0,0,0,0,0,3.85024E-06,0,0,0,0.00228865,0,0,0,0,0,0,0,0,0.000006345,0,-0.1209596,-0.01551971,0.083062992,-0.12364627,-0.012922144,-0.024826764,-0.027107704,-0.29428458,0,0.13623403,0.03169829,-0.054215408,0.038275315
1935,0.77329698,0.16938589,0.0409325,0.56297859,0.82822019,0.8257998,0.82559745,0.59178409,0.18857157,0.04524179,0.0002023456,0.0024203945,0.0001243446,6.1817381E-05,0,1.6183613E-05,0,0,0,0,0,0,0,0,0,6.1408E-06,0,6.43715E-07,0,0.00240695,0,0,0,0,0,0,0,0,0.00000666,0,-0.12268848,-0.016183304,0.083596018,-0.12493734,-0.013125995,-0.025292373,-0.026745488,-0.29673478,0,0.13732382,0.032112842,-0.053490976,0.038235986
1936,0.83155121,0.18069526,0.081598125,0.56925783,0.83750402,0.83495991,0.83473899,0.59783591,0.19099166,0.045911423,0.0002209193,0.002544114,0.0001382575,6.5070928E-05,0,1.7590884E-05,0,0,0,0,0,0,0,0,0,0.00000996,0,0.000001929,0,0.00252525,0,0,0,0,0,0,0,0,0.000006975,0,-0.12391449,-0.016966759,0.084362642,-0.12623683,-0.013333657,-0.024909656,-0.026830231,-0.30014365,0,0.1384099,0.032526421,-0.053660463,0.038536088
1937,0.84505011,0.17932443,0.09006375,0.57566193,0.84496815,0.84229803,0.84205751,0.60215445,0.19340589,0.04649717,0.0002405188,0.0026701208,0.0001529026,6.8495713E-05,0,1.9120526E-05,0,0,0,0,0,0,0,0,0,1.60704E-05,0,3.21036E-06,0,0.00264355,0,0,0,0,0,0,0,0,0.00000729,0,-0.12434526,-0.017938035,0.086651722,-0.12758584,-0.013550332,-0.025458737,-0.026464042,-0.30350316,0,0.13949232,0.032939033,-0.052928085,0.039038935
1938,0.833606,0.16321714,0.0808325,0.58955637,0.85105148,0.84824983,0.84798863,0.60517523,0.19581431,0.046999082,0.0002612024,0.0028016531,0.0001683185,7.2100751E-05,0,2.078318E-05,0,0,0,0,0,0,0,0,0,2.59936E-05,0,5.1305E-06,0,0.00276185,0,0.000001069,0,0,0,0,0,0,0.00000761,0,-0.11957922,-0.01777504,0.093286498,-0.1290258,-0.013781309,-0.026307983,-0.025975587,-0.30456793,0,0.1405711,0.033350685,-0.051951175,0.040681427
1939,0.83751216,0.16390255,0.073845625,0.59976398,0.85627489,0.85333275,0.85304972,0.60733189,0.19821696,0.047500862,0.0002830317,0.0029421436,0.0001845458,7.5895527E-05,0,2.2590413E-05,0,0,0,0,0,0,0,0,8.80625E-07,0.000041264,0,0.000007688,0,0.00288015,0,0.000004231,0,0,0,0,0,0,0.00000793,0,-0.11641002,-0.017357767,0.097869714,-0.13059845,-0.014031957,-0.026357954,-0.025933602,-0.30560317,0,0.14164627,0.033761382,-0.051867204,0.041961832
1940,0.84838382,0.18377964,0.064194375,0.60040981,0.86076046,0.85766748,0.85736141,0.60862547,0.20073343,0.048002507,0.000306072,0.0030929779,0.0002016272,0.00007989,0,2.4554797E-05,0,0,0,0,0,0,0,0,2.621875E-06,0.000063376,0,0.000010881,0,0.00299845,0,0.000009399,0,0,0,0,0,0,0.00000825,0,-0.11984021,-0.017965965,0.097388574,-0.1323436,-0.014344988,-0.027044113,-0.025530119,-0.30806833,0,0.14275626,0.034191572,-0.051060237,0.041670289
1941,0.84065291,0.19303276,0.050019375,0.59760078,0.86416773,0.86090661,0.86057622,0.60862547,0.20336316,0.048587579,0.0003303923,0.0032611237,0.0002196075,8.4094767E-05,0,0.00002669,0,0,0,0,0,0,0,0,0.000004325,0.000093792,0,1.534965E-05,0,0.0031226,0,0.000016487,0,0,0,0,0,0,0.00000857,0,-0.12276253,-0.01860066,0.0967339,-0.13433604,-0.014765358,-0.026306441,-0.025487941,-0.31246029,0,0.14390074,0.03464116,-0.050975881,0.041089846
1942,0.79637885,0.17144214,0.030625,0.59431171,0.86626107,0.86281113,0.86245506,0.60733189,0.20586714,0.049256026,0.0003560659,0.0034499437,0.0002385343,8.8520807E-05,0,2.9010866E-05,0,0,0,0,0,0,0,0,5.99125E-06,0.000134,0,2.10924E-05,0,0.00325455,0,0.00002542,0,0,0,0,0,0,0.00000889,0,-0.12411134,-0.018521542,0.096430523,-0.13666929,-0.015265104,-0.0237347,-0.026351229,-0.31700903,0,0.14572873,0.035069284,-0.052702458,0.041075461
1943,0.77291049,0.16630151,0.013610625,0.59299835,0.86781535,0.86415988,0.86377693,0.60560671,0.20824599,0.049924236,0.0003829433,0.0036554699,0.0002584571,9.2952629E-05,0,3.153355E-05,0,0,0,0,0,0,0,0,7.62125E-06,0.000184672,0,2.874165E-05,0,0.0033891,0,0.00003612,0,0,0,0,0,0,0.000009215,0,-0.12587675,-0.018391913,0.097005312,-0.13937142,-0.015810304,-0.022385018,-0.026923406,-0.32037341,0,0.14824062,0.035476048,-0.053846813,0.041563298
1944,0.8014979,0.18926297,0.021004375,0.59123056,0.87001459,0.86613672,0.86572583,0.6043125,0.21073766,0.050675674,0.0004108908,0.0038778682,0.0002794285,9.7186714E-05,0,3.4275598E-05,0,0,0,0,0,0,0,0,1.009625E-05,0.00024648,0,0.000039587,0,0.00352365,0,0.00004851,0,0,0,0,0,0,0.000009545,0,-0.12928125,-0.018303398,0.096931561,-0.14242318,-0.016398771,-0.021960996,-0.027126472,-0.32349796,0,0.15078675,0.035902137,-0.054252944,0.041559239
1945,0.84012487,0.19988693,0.049966875,0.59027107,0.87329676,0.86917291,0.86873289,0.60388103,0.21334159,0.051510273,0.0004400122,0.0041238577,0.0003015037,0.0001012524,0,3.7256085E-05,0,0,0,0,0,0,0,0,1.339625E-05,0.000326256,0,5.42655E-05,0,0.00365755,0,0.00006252,0,0,0,0,0,0,0.00000987,0,-0.13513816,-0.016594393,0.093197532,-0.14580511,-0.017027996,-0.021442244,-0.027465944,-0.32306653,0,0.15336678,0.03634746,-0.054931888,0.040396637
