Aviation NOx fraction as a proportion of total anthropogenic NOx emissions,,,,
Original sources: ,RCP emissions database pik.potsdam.de/~mmalte/rcps,,,
2372,0.00640552,0.1335466,0.07312876,0.13853962
2373,0.00640552,0.1335466,0.07312876,0.13853962
2374,0.00640552,0.1335466,0.07312876,0.13853962
2375,0.00640552,0.1335466,0.07312876,0.13853962
2376,0.00640552,0.1335466,0.07312876,0.13853962
2377,0.00640552,0.1335466,0.07312876,0.13853962
2378,0.00640552,0.1335466,0.07312876,0.13853962
2379,0.00640552,0.1335466,0.07312876,0.13853962
2380,0.00640552,0.1335466,0.07312876,0.13853962
2381,0.00640552,0.1335466,0.07312876,0.13853962
2382,0.00640552,0.1335466,0.07312876,0.13853962
2383,0.00640552,0.1335466,0.07312876,0.13853962
2384,0.00640552,0.1335466,0.07312876,0.13853962
2385,0.00640552,0.1335466,0.07312876,0.13853962
2386,0.00640552,0.1335466,0.07312876,0.13853962
2387,0.00640552,0.1335466,0.07312876,0.13853962
2388,0.00640552,0.1335466,0.07312876,0.13853962
2389,0.00640552,0.1335466,0.07312876,0.13853962
2390,0.00640552,0.1335466,0.07312876,0.13853962
2391,0.00640552,0.1335466,0.07312876,0.13853962
2392,0.00640552,0.1335466,0.07312876,0.13853962
2393,0.00640552,0.1335466,0.07312876,0.13853962
2394,0.00640552,0.1335466,0.07312876,0.13853962
2395,0.00640552,0.1335466,0.07312876,0.13853962
2396,0.00640552,0.1335466,0.07312876,0.13853962
2397,0.00640552,0.1335466,0.07312876,0.13853962
2398,0.00640552,0.1335466,0.07312876,0.13853962
2399,0.00640552,0.1335466,0.07312876,0.13853962
2400,0.00640552,0.1335466,0.07312876,0.13853962
2401,0.00640552,0.1335466,0.07312876,0.13853962
2402,0.00640552,0.1335466,0.07312876,0.13853962
2403,0.00640552,0.1335466,0.07312876,0.13853962
2404,0.00640552,0.1335466,0.07312876,0.13853962
2405,0.00640552,0.1335466,0.07312876,0.13853962
2406,0.00640552,0.1335466,0.07312876,0.13853962
2407,0.00640552,0.1335466,0.07312876,0.13853962
2408,0.00640552,0.1335466,0.07312876,0.13853962
2409,0.00640552,0.1335466,0.07312876,0.13853962
2410,0.00640552,0.1335466,0.07312876,0.13853962
2411,0.00640552,0.1335466,0.07312876,0.13853962
2412,0.00640552,0.1335466,0.07312876,0.13853962
2413,0.00640552,0.1335466,0.07312876,0.13853962
2414,0.00640552,0.1335466,0.07312876,0.13853962
2415,0.00640552,0.1335466,0.07312876,0.13853962
2416,0.00640552,0.1335466,0.07312876,0.13853962
2417,0.00640552,0.1335466,0.07312876,0.13853962
2418,0.00640552,0.1335466,0.07312876,0.13853962
2419,0.00640552,0.1335466,0.07312876,0.13853962
2420,0.00640552,0.1335466,0.07312876,0.13853962
2421,0.00640552,0.1335466,0.07312876,0.13853962
2422,0.00640552,0.1335466,0.07312876,0.13853962
2423,0.00640552,0.1335466,0.07312876,0.13853962
2424,0.00640552,0.1335466,0.07312876,0.13853962
2425,0.00640552,0.1335466,0.07312876,0.13853962
2426,0.00640552,0.1335466,0.07312876,0.13853962
2427,0.00640552,0.1335466,0.07312876,0.13853962
2428,0.00640552,0.1335466,0.07312876,0.13853962
2429,0.00640552,0.1335466,0.07312876,0.13853962
2430,0.00640552,0.1335466,0.07312876,0.13853962
2431,0.00640552,0.1335466,0.07312876,0.13853962
2432,0.00640552,0.1335466,0.07312876,0.13853962
2433,0.00640552,0.1335466,0.07312876,0.13853962
2434,0.00640552,0.1335466,0.07312876,0.13853962
2435,0.00640552,0.1335466,0.07312876,0.13853962
2436,0.00640552,0.1335466,0.07312876,0.13853962
2437,0.00640552,0.1335466,0.07312876,0.13853962
2438,0.00640552,0.1335466,0.07312876,0.13853962
2439,0.00640552,0.1335466,0.07312876,0.13853962
2440,0.00640552,0.1335466,0.07312876,0.13853962
2441,0.00640552,0.1335466,0.07312876,0.13853962
2442,0.00640552,0.1335466,0.07312876,0.13853962
2443,0.00640552,0.1335466,0.07312876,0.13853962
2444,0.00640552,0.1335466,0.07312876,0.13853962
2445,0.00640552,0.1335466,0.07312876,0.13853962
2446,0.00640552,0.1335466,0.07312876,0.13853962
2447,0.00640552,0.1335466,0.07312876,0.13853962
2448,0.00640552,0.1335466,0.07312876,0.13853962
2449,0.00640552,0.1335466,0.07312876,0.13853962
2450,0.00640552,0.1335466,0.07312876,0.13853962
2451,0.00640552,0.1335466,0.07312876,0.13853962
2452,0.00640552,0.1335466,0.07312876,0.13853962
2453,0.00640552,0.1335466,0.07312876,0.13853962
2454,0.00640552,0.1335466,0.07312876,0.13853962
2455,0.00640552,0.1335466,0.07312876,0.13853962
2456,0.00640552,0.1335466,0.07312876,0.13853962
2457,0.00640552,0.1335466,0.07312876,0.13853962
2458,0.00640552,0.1335466,0.07312876,0.13853962
2459,0.00640552,0.1335466,0.07312876,0.13853962
2460,0.00640552,0.1335466,0.07312876,0.13853962
2461,0.00640552,0.1335466,0.07312876,0.13853962
2462,0.00640552,0.1335466,0.07312876,0.13853962
2463,0.00640552,0.1335466,0.07312876,0.13853962
2464,0.00640552,0.1335466,0.07312876,0.13853962
2465,0.00640552,0.1335466,0.07312876,0.13853962
2466,0.00640552,0.1335466,0.07312876,0.13853962
2467,0.00640552,0.1335466,0.07312876,0.13853962
2468,0.00640552,0.1335466,0.07312876,0.13853962
2469,0.00640552,0.1335466,0.07312876,0.13853962
2470,0.00640552,0.1335466,0.07312876,0.13853962
2471,0.00640552,0.1335466,0.07312876,0.13853962
2472,0.00640552,0.1335466,0.07312876,0.13853962
2473,0.00640552,0.1335466,0.07312876,0.13853962
2474,0.00640552,0.1335466,0.07312876,0.13853962
2475,0.00640552,0.1335466,0.07312876,0.13853962
2476,0.00640552,0.1335466,0.07312876,0.13853962
2477,0.00640552,0.1335466,0.07312876,0.13853962
2478,0.00640552,0.1335466,0.07312876,0.13853962
2479,0.00640552,0.1335466,0.07312876,0.13853962
2480,0.00640552,0.1335466,0.07312876,0.13853962
2481,0.00640552,0.1335466,0.07312876,0.13853962
2482,0.00640552,0.1335466,0.07312876,0.13853962
2483,0.00640552,0.1335466,0.07312876,0.13853962
2484,0.00640552,0.1335466,0.07312876,0.13853962
2485,0.00640552,0.1335466,0.07312876,0.13853962
2486,0.00640552,0.1335466,0.07312876,0.13853962
2487,0.00640552,0.1335466,0.07312876,0.13853962
2488,0.00640552,0.1335466,0.07312876,0.13853962
2489,0.00640552,0.1335466,0.07312876,0.13853962
2490,0.00640552,0.1335466,0.07312876,0.13853962
2491,0.00640552,0.1335466,0.07312876,0.13853962
2492,0.00640552,0.1335466,0.07312876,0.13853962
2493,0.00640552,0.1335466,0.07312876,0.13853962
2494,0.00640552,0.1335466,0.07312876,0.13853962
2495,0.00640552,0.1335466,0.07312876,0.13853962
2496,0.00640552,0.1335466,0.07312876,0.13853962
2497,0.00640552,0.1335466,0.07312876,0.13853962
2498,0.00640552,0.1335466,0.07312876,0.13853962
2499,0.00640552,0.1335466,0.07312876,0.13853962
2500,0.00640552,0.1335466,0.07312876,0.13853962
