1769,0.24204524,0.13181922,0.073605,0.036621026,0.037899463,0.037899463,0.037899463,0.028057033,0.008172373,0.001670056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00028157,0,0,-0.000153962,-4.79E-05,0.001215491,-0.001295168,-0.005404098,0,0.004879612,0.001386651,-0.002590337,0.000731305
1770,0.24282439,0.12744422,0.077258125,0.038122043,0.040855884,0.040855884,0.040855884,0.03055287,0.008557786,0.001745228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000470954,0,0,-0.000182439,-5.25E-05,0.001409847,-0.001645824,-0.006849764,0,0.005497207,0.001452059,-0.003291648,0.000929259
1771,0.28414227,0.17994422,0.064894375,0.039303678,0.043845012,0.043845012,0.043845012,0.033093627,0.008932072,0.001819313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000888303,-1.69E-05,6.07E-05,-0.000242598,-5.70E-05,0.001355389,-0.001987916,-0.008446667,0,0.006110907,0.001515579,-0.003975833,0.001142983
1772,0.29985709,0.21494422,0.04433625,0.040576622,0.046896662,0.046896662,0.046896662,0.035705793,0.009298586,0.001892284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00132732,-3.37E-05,0.00012133,-0.000298156,-6.08E-05,0.001265564,-0.002321555,-0.010001348,0,0.006722044,0.001577781,-0.00464311,0.001351913
1773,0.29075585,0.22806922,0.020348125,0.042338505,0.050019453,0.050019453,0.050019453,0.038397133,0.009658063,0.001964257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001571179,-3.37E-05,0.00012133,-0.000314621,-6.34E-05,0.00136606,-0.002646849,-0.01132127,0,0.007330926,0.00163879,-0.005293698,0.001535483
1774,0.27809954,0.23244422,0.00144375,0.044211576,0.053206144,0.053206144,0.053206144,0.041160901,0.010009802,0.00203544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001814906,-3.37E-05,0.00012133,-0.000329868,-6.57E-05,0.001457004,-0.002963907,-0.012602014,0,0.0079373,0.001698487,-0.005927814,0.00171438
1775,0.26883905,0.23244422,-0.009813125,0.046207954,0.056468729,0.056468729,0.056468729,0.044009648,0.010353103,0.002105978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002056869,-3.37E-05,0.00012133,-0.000344145,-6.80E-05,0.001540454,-0.003272839,-0.013844557,0,0.008540913,0.001756752,-0.006545677,0.001888663
1776,0.27685606,0.23244422,-0.003950625,0.04836247,0.059842336,0.059842336,0.059842336,0.046979223,0.010687266,0.002175848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002295893,-3.37E-05,0.00012133,-0.00035764,-7.00E-05,0.001617931,-0.003573752,-0.015049844,0,0.009141515,0.001813467,-0.007147505,0.002058394
1777,0.30576066,0.23244422,0.022645,0.050671443,0.063323868,0.063323868,0.063323868,0.050067292,0.011011591,0.002244985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002531115,-3.37E-05,0.00012133,-0.000370499,-7.21E-05,0.001690581,-0.003866758,-0.016218795,0,0.009738855,0.001868514,-0.007733515,0.002223632
1778,0.33787519,0.23244422,0.05236875,0.053062222,0.066841453,0.066841453,0.066841453,0.053202569,0.011325381,0.002313503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002761901,-3.37E-05,0.00012133,-0.000382835,-7.40E-05,0.001759287,-0.004151963,-0.017352301,0,0.010332685,0.001921773,-0.008303926,0.002384439
1779,0.34758091,0.23244422,0.05970125,0.055435443,0.070296647,0.070296647,0.070296647,0.05628708,0.011627938,0.00238163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002987779,-3.37E-05,0.00012133,-0.000394738,-7.59E-05,0.001824733,-0.004429478,-0.018451227,0,0.010922758,0.001973126,-0.008858956,0.002540874
1780,0.34167396,0.23244422,0.05152875,0.057700993,0.073601169,0.073601169,0.073601169,0.059234532,0.011917108,0.002449529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003208404,-3.37E-05,0.00012133,-0.00040628,-7.78E-05,0.001887462,-0.004699412,-0.019516415,0,0.011508259,0.002022208,-0.009398823,0.002692999
1781,0.33372182,0.23244422,0.041895,0.059382599,0.076718345,0.076718345,0.076718345,0.06201229,0.012188879,0.002517176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003695298,-5.06E-05,0.000181996,-0.000443034,-8.01E-05,0.001658285,-0.004961873,-0.020734191,0,0.012087653,0.002068337,-0.009923745,0.002861498
1782,0.29101994,0.21056922,0.019495,0.060955722,0.079690512,0.079690512,0.079690512,0.064664134,0.012441892,0.002584486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004179171,-6.74E-05,0.000242661,-0.000479101,-8.24E-05,0.001424056,-0.00521697,-0.021919206,0,0.012660437,0.002111283,-0.01043394,0.003025807
1783,0.17560532,0.11869422,-0.006033125,0.062944224,0.082603297,0.082603297,0.082603297,0.067271913,0.012679821,0.002651563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004387799,-6.74E-05,0.000242661,-0.000489063,-8.42E-05,0.001475051,-0.005464813,-0.02288675,0,0.013228071,0.002151669,-0.010929626,0.003165362
1784,0.090269194,0.044319219,-0.0190575,0.065007475,0.085548088,0.085548088,0.085548088,0.069921132,0.01290832,0.002718636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004589929,-6.74E-05,0.000242661,-0.000498942,-8.60E-05,0.001525318,-0.00570551,-0.023823746,0,0.013792782,0.002190454,-0.011411021,0.003300847
1785,0.16245306,0.10119422,-0.00597625,0.067235093,0.088612233,0.088612233,0.088612233,0.072693308,0.013133038,0.002785887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004785585,-6.74E-05,0.000242661,-0.000508756,-8.79E-05,0.001574965,-0.005939172,-0.02473093,0,0.014356795,0.002228598,-0.011878343,0.003432324
1786,0.28956182,0.18869422,0.031189375,0.069678227,0.091844626,0.091844626,0.091844626,0.075631696,0.013359615,0.002853316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004974809,-6.74E-05,0.000242661,-0.00051852,-8.97E-05,0.001624075,-0.006165905,-0.025609019,0,0.014922328,0.002267058,-0.01233181,0.003559852
1787,0.35299901,0.22369422,0.056993125,0.072311665,0.095217797,0.095217797,0.095217797,0.078703283,0.013593686,0.002920828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005157658,-6.74E-05,0.000242661,-0.000528246,-9.15E-05,0.001672714,-0.006385821,-0.026458714,0,0.015491599,0.002306791,-0.012771641,0.003683493
1788,0.36176885,0.22806922,0.0586425,0.07505713,0.098651212,0.098651212,0.098651212,0.081821836,0.013840881,0.002988496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005334205,-6.74E-05,0.000242661,-0.000537943,-9.34E-05,0.001720933,-0.006599027,-0.027280699,0,0.016066818,0.002348752,-0.013198053,0.003803306
1789,0.25105384,0.12306922,0.050159375,0.077825245,0.10205324,0.10205324,0.10205324,0.084889902,0.01410682,0.00305652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005504529,-6.74E-05,0.000242661,-0.00054762,-9.53E-05,0.001768771,-0.006805633,-0.028075643,0,0.016650192,0.002393895,-0.013611265,0.003919353
1790,0.088882243,-0.025680781,0.03401125,0.080551774,0.10535801,0.10535801,0.10535801,0.087836927,0.014396016,0.00312507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00566872,-6.74E-05,0.000242661,-0.000557285,-9.72E-05,0.001816256,-0.007005747,-0.028844201,0,0.017243497,0.002442986,-0.014011494,0.004031694
1791,0.10802003,0.009319219,0.015911875,0.082788937,0.10856468,0.10856468,0.10856468,0.090660982,0.014709547,0.003194152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006114288,-8.43E-05,0.000303326,-0.000589915,-9.95E-05,0.001555549,-0.00719948,-0.02976689,0,0.01784717,0.002496209,-0.014398959,0.004161014
1792,0.23279865,0.14056922,0.007214375,0.085015058,0.11170704,0.11170704,0.11170704,0.09339792,0.015045435,0.003263683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006554516,-0.000101146,0.000363991,-0.000622448,-0.000101804,0.001293829,-0.007386939,-0.030664026,0,0.018460463,0.002553228,-0.014773877,0.004286748
1793,0.29457518,0.20619422,0.000695625,0.087685339,0.11479562,0.11479562,0.11479562,0.096060423,0.015401464,0.003333728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006701984,-0.000101146,0.000363991,-0.000631935,-0.000103761,0.001339101,-0.007568234,-0.031356362,0,0.019082538,0.002613667,-0.015136468,0.004388333
1794,0.29173845,0.21494422,-0.013549375,0.09034361,0.11782246,0.11782246,0.11782246,0.098642066,0.015775909,0.003404487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006843508,-0.000101146,0.000363991,-0.000641468,-0.000105745,0.001384333,-0.007743474,-0.03202483,0,0.019712747,0.002677234,-0.015486947,0.004486452
1795,0.25684617,0.19306922,-0.0292075,0.092984454,0.12078398,0.12078398,0.12078398,0.1011408,0.016167048,0.003476128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006979222,-0.000101146,0.000363991,-0.000651046,-0.000107754,0.001429501,-0.007912768,-0.032670018,0,0.020350446,0.002743635,-0.015825535,0.004581168
1796,0.24505257,0.18869422,-0.0392525,0.095610854,0.12368496,0.12368496,0.12368496,0.10356312,0.016573161,0.003548675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007109261,-0.000101146,0.000363991,-0.000660671,-0.000109792,0.00147458,-0.008076224,-0.033292506,0,0.020994994,0.00281258,-0.016152449,0.00467254
1797,0.26205657,0.21056922,-0.046291875,0.09777923,0.12652962,0.12652962,0.12652962,0.10591503,0.016992531,0.00362206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007523094,-0.000118004,0.000424656,-0.000693,-0.000112238,0.001209444,-0.008233953,-0.03407017,0,0.021645752,0.002883776,-0.016467906,0.004781255
1798,0.27746741,0.22806922,-0.05053125,0.099929438,0.12931323,0.12931323,0.12931323,0.10819345,0.017423441,0.003696348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007931511,-0.000134861,0.000485322,-0.000725378,-0.000114715,0.000944184,-0.008386063,-0.034825924,0,0.022302084,0.002956933,-0.016772126,0.004886747
1799,0.2856347,0.23244422,-0.04930625,0.10249673,0.13202675,0.13202675,0.13202675,0.11039084,0.017864181,0.003771726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008045235,-0.000134861,0.000485322,-0.000735158,-0.000116843,0.000988968,-0.008532663,-0.035383025,0,0.022963358,0.00303176,-0.017065325,0.004968451
1800,0.30345983,0.23244422,-0.03357375,0.10458936,0.13466932,0.13466932,0.13466932,0.11250486,0.018316097,0.003848361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008442733,-0.000151719,0.000545987,-0.000767714,-0.000119385,0.000723959,-0.008673861,-0.036095795,0,0.023630127,0.003108487,-0.017347723,0.005067679
1801,0.3258144,0.23244422,-0.0133,0.10667018,0.13725564,0.13725564,0.13725564,0.11454316,0.018786166,0.003926312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008834857,-0.000168577,0.000606652,-0.000800378,-0.000121961,0.000459176,-0.008809768,-0.036788347,0,0.02430512,0.003188297,-0.017619537,0.005163865
1802,0.32293762,0.23244422,-0.017819375,0.10831278,0.13979849,0.13979849,0.13979849,0.11651278,0.019280163,0.004005544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009509641,-0.000202292,0.000727983,-0.000856043,-0.00012496,-0.000113837,-0.008940492,-0.037635553,0,0.024990597,0.003272171,-0.017880985,0.005277697
1803,0.3082946,0.23244422,-0.034545,0.11039539,0.1422928,0.1422928,0.1422928,0.1184099,0.01979679,0.004086103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009890574,-0.00021915,0.000788648,-0.000889063,-0.000127612,-0.000377254,-0.009066143,-0.038288507,0,0.025686085,0.003359889,-0.018132285,0.005367982
1804,0.30625174,0.23244422,-0.039536875,0.11334439,0.14472501,0.14472501,0.14472501,0.12022542,0.020331467,0.004168121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009689239,-0.000202292,0.000727983,-0.000876652,-0.000129537,-2.19E-05,-0.009186828,-0.038572395,0,0.026389842,0.003450674,-0.018373656,0.005414157
1805,0.30554894,0.23244422,-0.04272625,0.11583097,0.14709945,0.14709945,0.14709945,0.1219681,0.020879622,0.004251722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009771625,-0.000202292,0.000727983,-0.000887137,-0.000131884,2.44E-05,-0.009302658,-0.039013583,0,0.027100138,0.00354375,-0.018605315,0.005478157
