RCP3PD__EMISSIONS____________________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,0.005,0.10676593,11.25538,0.098833627,0.44642248,84.392268,14.992711,1.2320128,0.62462095,4.7322403,1.169301,0.010672691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1786,0.005,0.11210422,11.765839,0.10376599,0.46588391,88.431451,15.710701,1.2918242,0.65302198,4.9565522,1.1819444,0.010668437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1787,0.005,0.11744252,12.278921,0.10869883,0.48548877,92.479683,16.430278,1.3517254,0.68156496,5.1814809,1.194277,0.010664172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1788,0.005,0.12278082,12.794707,0.11363214,0.50524148,96.537244,17.151491,1.4117191,0.71025425,5.4070456,1.2063064,0.010659899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1789,0.005,0.12811911,13.313282,0.11856595,0.52514663,100.60442,17.874391,1.4718082,0.73909439,5.633266,1.2180397,0.010655614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1790,0.005,0.13345741,13.834732,0.12350027,0.54520892,104.68152,18.59903,1.5319956,0.76809005,5.8601623,1.2294843,0.010651319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1791,0.006,0.1387957,14.359145,0.12843512,0.56543322,108.76883,19.325462,1.5922843,0.79724604,6.0877554,1.2436895,0.010647012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1792,0.006,0.144134,14.886613,0.13337052,0.58582453,112.86668,20.053742,1.6526776,0.8265673,6.3160669,1.2545786,0.010642695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1793,0.006,0.1494723,15.417231,0.13830648,0.60638803,116.9754,20.783927,1.7131785,0.85605896,6.5451189,1.265201,0.010638364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1794,0.006,0.15481059,15.951096,0.14324301,0.62712904,121.09532,21.516077,1.7737906,0.88572629,6.7749345,1.2755639,0.010634021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1795,0.006,0.16014889,16.488308,0.14818014,0.64805304,125.22678,22.250252,1.8345171,0.91557471,7.0055372,1.2856747,0.010629666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1796,0.006,0.16548719,17.028971,0.15311788,0.66916569,129.37015,22.986514,1.8953617,0.94560984,7.2369513,1.2955407,0.010625297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1797,0.007,0.17082548,17.573192,0.15805626,0.69047284,133.52578,23.724929,1.9563279,0.97583743,7.469202,1.3082113,0.010620914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1798,0.007,0.17616378,18.121081,0.16299529,0.7119805,137.69407,24.465563,2.0174196,1.0062635,7.7023151,1.3176096,0.010616517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1799,0.007,0.18150207,18.672751,0.167935,0.73369486,141.8754,25.208484,2.0786406,1.036894,7.9363173,1.3267852,0.010612106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1800,0.008,0.18684037,19.228319,0.1728754,0.75562233,146.07018,25.953763,2.1399949,1.0677355,8.1712361,1.3387872,0.010607681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1801,0.008,0.19217867,19.787906,0.17781651,0.77776949,150.27882,26.701473,2.2014867,1.0987944,8.4070999,1.347539,0.010603238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1802,0.01,0.19751696,20.351635,0.18275836,0.80014313,154.50174,27.45169,2.2631202,1.1300774,8.6439378,1.362174,0.01059878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1803,0.009,0.20285526,20.919636,0.18770098,0.82275026,158.7394,28.204491,2.3248998,1.1615915,8.88178,1.3674894,0.010594305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1804,0.009,0.20819356,21.49204,0.19264437,0.84559811,162.99225,28.959955,2.38683,1.1933438,9.1206576,1.3756605,0.010589813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1805,0.009,0.21353185,22.068984,0.19758858,0.86869411,167.26075,29.718165,2.4489154,1.2253417,9.3606025,1.3836527,0.010585303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1806,0.01,0.21887015,22.650607,0.20253362,0.89204595,171.5454,30.479207,2.511161,1.2575928,9.6016479,1.3945153,0.010580775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1807,0.01,0.22420845,23.237055,0.20747952,0.91566153,175.84668,31.243167,2.5735715,1.2901048,9.8438276,1.4021716,0.010576228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1808,0.01,0.22954674,23.828476,0.2124263,0.93954901,180.16513,32.010136,2.6361521,1.322886,10.087177,1.409671,0.010571661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1809,0.01,0.23488504,24.425025,0.217374,0.9637168,184.50125,32.780207,2.6989081,1.3559445,10.331732,1.4170207,0.010567074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1810,0.01,0.24022333,25.02686,0.22232264,0.98817358,188.85561,33.553476,2.7618449,1.3892891,10.57753,1.424228,0.010562467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1811,0.011,0.24556163,25.634145,0.22727225,1.0129283,193.22877,34.330042,2.8249681,1.4229284,10.824609,1.4343424,0.010557838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1812,0.011,0.25089993,26.247048,0.23222285,1.0379901,197.62131,35.110006,2.8882835,1.4568717,11.073009,1.4412871,0.010553187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1813,0.011,0.25623822,26.865743,0.2371745,1.0633685,202.03382,35.893474,2.951797,1.4911284,11.322772,1.4481114,0.010548513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1814,0.011,0.26157652,27.490408,0.2421272,1.0890734,206.46693,36.680555,3.0155147,1.5257081,11.573938,1.4548227,0.010543815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1815,0.012,0.26691482,28.12123,0.247081,1.1151148,210.92127,37.471359,3.0794429,1.5606208,11.826552,1.4644703,0.010539094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1816,0.013,0.27225311,28.758398,0.25203593,1.1415031,215.39751,38.266003,3.1435882,1.5958768,12.080658,1.4740194,0.010534347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1817,0.014,0.27759141,29.402108,0.25699203,1.1682491,219.8963,39.064605,3.2079573,1.6314868,12.336302,1.4834775,0.010529574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1818,0.014,0.2829297,30.052563,0.26194932,1.1953638,224.41836,39.867286,3.272557,1.6674616,12.593532,1.4898097,0.010524775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1819,0.014,0.288268,30.709971,0.26690786,1.2228586,228.96441,40.674175,3.3373946,1.7038127,12.852397,1.4960655,0.010519947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1820,0.014,0.2936063,31.374548,0.27186767,1.2507453,233.53518,41.485399,3.4024773,1.7405516,13.112948,1.5022522,0.010515091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1821,0.014,0.29894459,32.046514,0.2768288,1.279036,238.13144,42.301095,3.4678129,1.7776902,13.375236,1.5083771,0.010510206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1822,0.015,0.30428289,32.7261,0.28179128,1.3077432,242.75398,43.121399,3.533409,1.815241,13.639316,1.5174895,0.010505291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1823,0.016,0.30962119,33.413539,0.28675516,1.3368798,247.40361,43.946455,3.5992737,1.8532168,13.905243,1.5265547,0.010500343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1824,0.016,0.31495948,34.109076,0.29172049,1.366459,252.08117,44.77641,3.6654154,1.8916306,14.173074,1.532538,0.010495364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1825,0.017,0.32029778,34.81296,0.2966873,1.3964945,256.78752,45.611414,3.7318426,1.930496,14.442867,1.5415308,0.010490352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1826,0.017,0.32563608,35.52545,0.30165564,1.4270005,261.52355,46.451625,3.7985641,1.969827,14.714684,1.5474564,0.010485305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1827,0.018,0.33097437,36.246813,0.30662557,1.4579916,266.29019,47.297202,3.8655891,2.009638,14.988587,1.5564061,0.010480223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1828,0.018,0.33631267,36.977321,0.31159712,1.4894826,271.08837,48.148313,3.9329269,2.0499438,15.264641,1.5623033,0.010475104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1829,0.018,0.34165096,37.717259,0.31657035,1.5214891,275.91908,49.005128,4.0005873,2.0907597,15.542912,1.5681971,0.010469948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1830,0.024,0.34698926,38.466917,0.32154532,1.554027,280.78331,49.867824,4.0685801,2.1321015,15.823469,1.5923472,0.010464751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1831,0.023,0.35232756,39.226597,0.32652206,1.5871128,285.68212,50.736582,4.1369156,2.1739855,16.106382,1.5952145,0.010459517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1832,0.023,0.35766585,39.996609,0.33150065,1.6207633,290.61656,51.611591,4.2056046,2.2164284,16.391724,1.6011425,0.010454239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1833,0.024,0.36300415,40.777271,0.33648114,1.6549962,295.58773,52.493043,4.2746578,2.2594475,16.679571,1.6101385,0.01044892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1834,0.024,0.36834245,41.568914,0.34146358,1.6898292,300.59678,53.381137,4.3440866,2.3030607,16.97,1.6161259,0.010443556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1835,0.025,0.37368074,42.371876,0.34644803,1.7252812,305.64487,54.27608,4.4139026,2.3472862,17.26309,1.6251959,0.010438147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1836,0.029,0.37901904,43.186509,0.35143456,1.7613711,310.73322,55.178082,4.4841177,2.3921432,17.558925,1.64344,0.010432691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1837,0.029,0.38435733,44.013173,0.35642324,1.7981187,315.86307,56.087363,4.5547443,2.437651,17.857588,1.6495713,0.010427186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1838,0.03,0.38969563,44.85224,0.36141413,1.8355443,321.03569,57.004147,4.6257951,2.4838298,18.159168,1.6588072,0.010421632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1839,0.031,0.39503393,45.704093,0.36640729,1.873669,326.25242,57.928667,4.6972833,2.5307004,18.463755,1.6681131,0.010416028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1840,0.032999999,0.40037222,46.569129,0.3714028,1.9125143,331.51462,58.861161,4.7692224,2.5782841,18.771441,1.6805382,0.010410369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1841,0.033999999,0.40571052,47.447755,0.37640073,1.9521025,336.82369,59.801876,4.8416262,2.6266031,19.082323,1.6900059,0.010404655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1842,0.035999999,0.41104882,48.34039,0.38140115,1.9924567,342.18109,60.751067,4.9145093,2.67568,19.396499,1.7026076,0.010398886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1843,0.036999999,0.41638711,49.247469,0.38640415,2.0336004,347.5883,61.708996,4.9878863,2.7255383,19.714071,1.7122664,0.010393057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1844,0.038999999,0.42172541,50.169439,0.3914098,2.0755581,353.04688,62.675932,5.0617727,2.7762021,20.035144,1.7250737,0.01038717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1845,0.042999999,0.42706371,51.106759,0.39641818,2.118355,358.5584,63.652156,5.1361841,2.8276964,20.359827,1.744079,0.01038122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1846,0.042999999,0.432402,52.059904,0.40142938,2.1620171,364.1245,64.637952,5.2111367,2.8800469,20.688231,1.7510373,0.010375207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1847,0.045999999,0.4377403,53.029365,0.40644349,2.206571,369.74689,65.633619,5.2866474,2.9332801,21.020471,1.7672503,0.010369128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1848,0.046999999,0.44307859,54.015644,0.41146059,2.2520444,375.42728,66.639461,5.3627334,2.9874231,21.356666,1.7775149,0.010362983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1849,0.049999999,0.44841689,55.019264,0.41648078,2.2984658,381.16749,67.655792,5.4394124,3.0425043,21.696939,1.7940068,0.010356769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.267,3100.211
1850,0.053999999,0.45375519,56.040759,0.42150415,2.3458644,386.96935,68.682938,5.5167028,3.0985525,22.041414,1.8136911,0.010350482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.395,0,0,0,0,0,0,0,0,157.267,3100.211
